Id,Station,Gender,Helmet,Location,Comments,CreatedDate,Column1,Column2,Column3,,Time
313,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:19:47 PM,12
314,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:20:09 PM,12
315,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:20:25 PM,12
316,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:20:31 PM,12
317,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:20:35 PM,12
318,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:21:15 PM,12
319,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:22:02 PM,12
320,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:22:07 PM,12
321,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:22:54 PM,12
322,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:23:28 PM,12
323,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:23:39 PM,12
324,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:24:14 PM,12
325,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:24:26 PM,12
326,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:24:33 PM,12
327,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:24:52 PM,12
328,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:25:03 PM,12
329,Location 4: Regents Drive at Main Administration,Female,TRUE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:25:57 PM,12
330,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:26:04 PM,12
331,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:27:23 PM,12
332,Location 4: Regents Drive at Main Administration,Female,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:27:33 PM,12
333,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:28:48 PM,12
334,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:29:03 PM,12
335,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:30:15 PM,12
336,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:30:51 PM,12
337,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:32:29 PM,12
338,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:32:37 PM,12
339,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:33:04 PM,12
340,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:34:11 PM,12
341,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:34:46 PM,12
342,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:34:47 PM,12
343,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:35:27 PM,12
344,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:35:37 PM,12
345,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:35:55 PM,12
346,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:36:21 PM,12
347,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:37:10 PM,12
348,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:37:16 PM,12
349,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:37:23 PM,12
350,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:37:48 PM,12
351,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:38:42 PM,12
352,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:39:07 PM,12
353,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:41:22 PM,12
354,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:41:29 PM,12
355,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:42:30 PM,12
356,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:43:15 PM,12
357,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:45:32 PM,12
358,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:45:45 PM,12
359,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:46:02 PM,12
360,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:46:38 PM,12
361,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:48:57 PM,12
362,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:52:01 PM,12
363,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:52:55 PM,12
364,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:53:07 PM,12
365,Location 4: Regents Drive at Main Administration,Male,FALSE,,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:53:14 PM,12
366,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,Lots of bike,4/28/2015 0:00,12:00:00,AM,3,12:54:05 PM,12
367,Location 1: Regents Drive @ Route 1,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:04:48 PM,12
368,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:09:54 PM,12
369,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:18:45 PM,12
370,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:24:26 PM,12
371,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:24:57 PM,12
372,Location 1: Regents Drive @ Route 1,Female,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:25:54 PM,12
373,Location 1: Regents Drive @ Route 1,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:26:07 PM,12
374,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:27:26 PM,12
375,Location 1: Regents Drive @ Route 1,Female,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:28:51 PM,12
376,Location 1: Regents Drive @ Route 1,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:29:00 PM,12
377,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:29:06 PM,12
378,Location 1: Regents Drive @ Route 1,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:32:13 PM,12
379,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:34:05 PM,12
380,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:37:25 PM,12
381,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:38:01 PM,12
382,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:38:59 PM,12
383,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:43:55 PM,12
384,Location 1: Regents Drive @ Route 1,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:45:03 PM,12
385,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:45:54 PM,12
386,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:46:33 PM,12
387,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:50:03 PM,12
388,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:54:13 PM,12
389,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:56:46 PM,12
390,Location 1: Regents Drive @ Route 1,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:59:02 PM,12
391,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:59:18 PM,12
392,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:59:23 PM,12
393,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:05:26 PM,12
394,Location 5: Campus Drive at Paint Branch Drive,Male,TRUE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:09:53 PM,12
395,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:10:14 PM,12
396,Location 5: Campus Drive at Paint Branch Drive,Male,TRUE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:12:00 PM,12
397,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:12:45 PM,12
398,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:14:09 PM,12
399,Location 5: Campus Drive at Paint Branch Drive,Female,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:16:50 PM,12
400,Location 5: Campus Drive at Paint Branch Drive,Female,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:18:03 PM,12
401,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:18:17 PM,12
402,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:18:41 PM,12
403,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:20:07 PM,12
404,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:20:36 PM,12
405,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:22:45 PM,12
406,Location 5: Campus Drive at Paint Branch Drive,Male,TRUE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:24:29 PM,12
407,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:25:29 PM,12
408,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:25:49 PM,12
409,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:26:01 PM,12
410,Location 5: Campus Drive at Paint Branch Drive,Male,TRUE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:27:12 PM,12
411,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:32:50 PM,12
412,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:32:56 PM,12
413,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:33:23 PM,12
414,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:33:54 PM,12
415,Location 5: Campus Drive at Paint Branch Drive,Female,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:34:56 PM,12
416,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:35:11 PM,12
417,Location 5: Campus Drive at Paint Branch Drive,Male,TRUE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:35:21 PM,12
418,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:35:33 PM,12
419,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:35:47 PM,12
420,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Street,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:36:29 PM,12
421,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:38:02 PM,12
422,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:42:58 PM,12
423,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:49:14 PM,12
424,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:49:42 PM,12
425,Location 5: Campus Drive at Paint Branch Drive,Male,FALSE,Sidewalk,"Some traffic in this area, gets congested around 12:30",4/28/2015 0:00,12:00:00,AM,3,12:50:10 PM,12
426,Location 1: Regents Drive @ Route 1,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:58:54 PM,12
427,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:59:32 PM,12
428,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:04:20 PM,13
429,Location 1: Regents Drive @ Route 1,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:10:18 PM,13
430,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:10:32 PM,13
431,Location 1: Regents Drive @ Route 1,Female,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:11:25 PM,13
432,Location 1: Regents Drive @ Route 1,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:14:16 PM,13
433,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:16:41 PM,13
434,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:16:54 PM,13
435,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:18:59 PM,13
436,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:20:20 PM,13
437,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:24:57 PM,13
438,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:26:48 PM,13
439,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:27:40 PM,13
440,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:27:50 PM,13
441,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:46:25 PM,13
442,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:49:04 PM,13
443,Location 1: Regents Drive @ Route 1,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:57:51 PM,13
444,Location 1: Regents Drive @ Route 1,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:59:34 PM,13
445,Location 1: Regents Drive @ Route 1,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,2:04:27 PM,14
446,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:57:23 PM,12
447,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:57:36 PM,12
448,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,12:58:02 PM,12
449,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,12:58:13 PM,12
450,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:07:14 PM,13
451,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:10:15 PM,13
452,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:11:27 PM,13
453,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:12:50 PM,13
454,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:12:58 PM,13
455,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:13:03 PM,13
456,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:15:10 PM,13
457,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:16:14 PM,13
458,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:19:25 PM,13
459,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:22:31 PM,13
460,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:25:33 PM,13
461,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:26:35 PM,13
462,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:26:41 PM,13
463,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:26:46 PM,13
464,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:27:10 PM,13
465,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:28:16 PM,13
466,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:30:13 PM,13
467,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:34:16 PM,13
468,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:34:21 PM,13
469,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:34:40 PM,13
470,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:34:53 PM,13
471,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:35:46 PM,13
472,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:35:50 PM,13
473,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:36:41 PM,13
474,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:38:12 PM,13
475,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:38:16 PM,13
476,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:38:19 PM,13
477,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:38:26 PM,13
478,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:40:05 PM,13
479,Location 4: Regents Drive at Main Administration,Female,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:43:38 PM,13
480,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:46:45 PM,13
481,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:46:51 PM,13
482,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:46:59 PM,13
483,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:47:12 PM,13
484,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:47:57 PM,13
485,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:48:07 PM,13
486,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:48:31 PM,13
487,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:49:05 PM,13
488,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:49:13 PM,13
489,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:49:25 PM,13
490,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:49:28 PM,13
491,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:49:53 PM,13
492,Location 4: Regents Drive at Main Administration,Male,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:49:57 PM,13
493,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:50:01 PM,13
494,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:50:06 PM,13
495,Location 4: Regents Drive at Main Administration,Female,FALSE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:50:14 PM,13
496,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:50:22 PM,13
497,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:50:51 PM,13
498,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:51:19 PM,13
499,Location 4: Regents Drive at Main Administration,Male,TRUE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:52:13 PM,13
500,Location 4: Regents Drive at Main Administration,Female,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:52:22 PM,13
501,Location 4: Regents Drive at Main Administration,Female,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:53:02 PM,13
502,Location 4: Regents Drive at Main Administration,Male,TRUE,Sidewalk,,4/28/2015 0:00,12:00:00,AM,3,1:53:13 PM,13
503,Location 4: Regents Drive at Main Administration,Male,FALSE,Street,,4/28/2015 0:00,12:00:00,AM,3,1:53:19 PM,13
